"question_id","selected_option","correct","category"
2121,"option 1",false,"Research overview"
2122,"option 3",false,"Standards specifications"
2123,"option 4",true,"Research overview"
2124,"option 2",true,"Research overview"
2125,"option 3",true,"Research publications"
2126,"option 3",false,"Standards specifications"
2127,"option 2",true,"Research publications"
2128,"option 1",false,"Standards overview"
2129,"option 1",false,"Research publications"
2130,"option 1",true,"Research overview"
2131,"option 3",false,"Standards overview"
2132,"option 4",true,"Research publications"
2133,"option 2",true,"Research overview"
2134,"option 3",true,"Standards overview"
2135,"option 5",true,"Research publications"
2136,"option 4",false,"Standards specifications"
2137,"option 1",true,"Standards specifications"
2138,"option 3",true,"Standards specifications"
2139,"option 4",true,"Research overview"
2140,"option 2",false,"Standards specifications"
2141,"option 4",true,"Standards overview"
2142,"option 5",true,"Research publications"
2143,"option 4",false,"Research publications"
2144,"option 3",true,"Research publications"
2145,"option 2",false,"Standards specifications"
2146,"option 2",true,"Standards overview"
2147,"option 1",false,"Research overview"
2148,"option 4",false,"Research publications"
2149,"option 4",false,"Standards overview"
2150,"option 4",true,"Research publications"
2151,"option 2",true,"Research publications"
2152,"option 1",true,"Standards overview"
2153,"option 3",false,"Research overview"
2154,"option 3",true,"Lexicon"
2155,"option 3",false,"Research publications"
2156,"option 4",true,"Research overview"
2157,"option 3",false,"Research publications"
2158,"option 1",true,"Research publications"
2159,"option 2",true,"Research publications"
2160,"option 1",true,"Standards overview"
2161,"option 3",false,"Research overview"
2162,"option 4",true,"Research publications"
2163,"option 5",true,"Standards specifications"
2164,"option 1",true,"Research publications"
2165,"option 4",true,"Research publications"
2166,"option 2",false,"Standards specifications"
2167,"option 3",true,"Research publications"
2168,"option 4",true,"Research publications"
2169,"option 3",true,"Research publications"
2170,"option 2",false,"Research overview"
2171,"option 2",false,"Research overview"
2172,"option 2",true,"Lexicon"
2173,"option 4",true,"Research overview"
2174,"option 5",true,"Standards overview"
2175,"option 5",true,"Research publications"
2176,"option 5",true,"Standards specifications"
2177,"option 1",false,"Research publications"
2178,"option 3",true,"Research publications"
2179,"option 3",true,"Research publications"
2180,"option 4",false,"Research overview"
2181,"option 1",false,"Research publications"
2182,"option 1",true,"Research overview"
2183,"option 3",true,"Research publications"
2184,"option 1",true,"Research publications"
2185,"option 3",false,"Standards specifications"
2186,"option 4",false,"Standards specifications"
2187,"option 3",false,"Research publications"
2188,"option 1",false,"Standards specifications"
2189,"option 3",true,"Research publications"
2190,"option 4",true,"Standards specifications"
2191,"option 5",true,"Research publications"
2192,"option 1",true,"Research publications"
2193,"option 1",true,"Standards specifications"
2194,"option 4",true,"Research publications"
2195,"option 2",true,"Research publications"
2196,"option 1",false,"Standards specifications"
2197,"option 1",false,"Standards specifications"
2198,"option 2",true,"Research publications"
2199,"option 3",true,"Research publications"
2200,"option 3",true,"Research publications"
2201,"option 3",false,"Research publications"
2202,"option 1",false,"Research publications"
2203,"option 1",true,"Research overview"
2204,"option 4",false,"Research publications"
2205,"option 2",true,"Standards specifications"
2206,"option 2",true,"Research publications"
2207,"option 2",true,"Research publications"
2208,"option 3",true,"Standards specifications"
2209,"option 3",true,"Research publications"
2210,"option 1",false,"Standards overview"
2211,"option 4",false,"Research publications"
2212,"option 3",true,"Research publications"
2213,"option 3",true,"Research overview"
2214,"option 5",false,"Standards specifications"
2215,"option 2",true,"Research overview"
2216,"option 1",false,"Standards specifications"
2217,"option 1",true,"Standards overview"
2218,"option 1",false,"Research overview"
2219,"option 5",true,"Research publications"
2220,"option 1",true,"Research publications"
2221,"option 2",true,"Standards specifications"
2222,"option 4",true,"Research publications"
2223,"option 3",true,"Research publications"
2224,"option 1",true,"Standards specifications"
2225,"option 1",true,"Research overview"
2226,"option 2",true,"Research publications"
2227,"option 5",false,"Research publications"
2228,"option 3",true,"Standards specifications"
2229,"option 1",true,"Lexicon"
2230,"option 1",false,"Research publications"
2231,"option 4",true,"Standards specifications"
2232,"option 2",true,"Research publications"
2233,"option 1",false,"Research overview"
2234,"option 2",true,"Research publications"
2235,"option 4",false,"Research publications"
2236,"option 4",true,"Research overview"
2237,"option 2",true,"Research publications"
2238,"option 1",false,"Research overview"
2239,"option 2",false,"Research publications"
2240,"option 5",true,"Research publications"
2241,"option 1",true,"Research publications"
2242,"option 4",true,"Research overview"
2243,"option 1",true,"Standards overview"
2244,"option 3",true,"Research publications"
2245,"option 1",false,"Standards overview"
2246,"option 5",true,"Research publications"
2247,"option 4",true,"Standards overview"
2248,"option 3",false,"Standards specifications"
2249,"option 1",true,"Research publications"
2250,"option 4",false,"Research publications"
2251,"option 2",true,"Research overview"
2252,"option 4",true,"Standards overview"
2253,"option 1",false,"Research publications"
2254,"option 2",false,"Standards specifications"
2255,"option 5",true,"Research overview"
2256,"option 5",true,"Standards specifications"
2257,"option 1",false,"Research publications"
2258,"option 1",true,"Research publications"
2259,"option 1",false,"Standards specifications"
2260,"option 1",true,"Standards overview"
2261,"option 1",true,"Research publications"
2262,"option 3",true,"Research overview"
2263,"option 5",true,"Research publications"
2264,"option 1",false,"Standards specifications"
2265,"option 3",true,"Research publications"
2266,"option 5",true,"Research publications"
2267,"option 4",true,"Lexicon"
2268,"option 1",false,"Standards specifications"
2269,"option 2",true,"Research overview"
2270,"option 1",true,"Standards overview"
2271,"option 4",true,"Research publications"
2272,"option 5",true,"Lexicon"
2273,"option 4",false,"Research publications"
2274,"option 2",true,"Research overview"
2275,"option 3",true,"Research publications"
2276,"option 1",false,"Standards specifications"
2277,"option 1",true,"Research publications"
2278,"option 4",false,"Standards overview"
2279,"option 1",true,"Standards specifications"
2280,"option 5",true,"Research publications"
2281,"option 4",true,"Research overview"
2282,"option 1",true,"Research publications"
2283,"option 4",false,"Research overview"
2284,"option 3",true,"Research publications"
2285,"option 1",false,"Research publications"
2286,"option 2",false,"Standards specifications"
2287,"option 4",true,"Research overview"
2288,"option 3",true,"Research publications"
2289,"option 2",false,"Standards specifications"
2290,"option 4",true,"Research publications"
2291,"option 4",false,"Standards specifications"
2292,"option 4",true,"Standards overview"
2293,"option 4",true,"Standards overview"
2294,"option 3",true,"Research publications"
2295,"option 5",true,"Research publications"
2296,"option 4",true,"Standards specifications"
2297,"option 3",true,"Lexicon"
2298,"option 1",true,"Research publications"
2299,"option 4",true,"Research publications"
2300,"option 1",false,"Research publications"
2301,"option 3",true,"Research publications"
2302,"option 3",true,"Research publications"
2303,"option 1",true,"Research overview"
2304,"option 4",true,"Standards overview"
2305,"option 5",false,"Research publications"
2306,"option 4",true,"Research publications"
2307,"option 2",false,"Research publications"
2308,"option 5",false,"Standards specifications"
2309,"option 1",true,"Research publications"
2310,"option 2",false,"Standards specifications"
2311,"option 2",true,"Research publications"
2312,"option 4",true,"Research overview"
2313,"option 1",false,"Research publications"
2314,"option 1",true,"Research publications"
2315,"option 4",false,"Standards specifications"
2316,"option 1",true,"Research publications"
2317,"option 1",true,"Standards overview"
2318,"option 2",true,"Research overview"
2319,"option 3",false,"Research publications"
2320,"option 4",true,"Standards overview"
2321,"option 1",false,"Standards overview"
2322,"option 1",false,"Research publications"
2323,"option 1",true,"Lexicon"
2324,"option 4",true,"Standards overview"
2325,"option 1",true,"Research publications"
2326,"option 3",false,"Standards specifications"
2327,"option 2",true,"Research publications"
2328,"option 1",true,"Research publications"
2329,"option 1",true,"Standards overview"
2330,"option 4",true,"Standards overview"
2331,"option 2",false,"Research publications"
2332,"option 1",false,"Research publications"
2333,"option 3",true,"Research publications"
2334,"option 5",true,"Research publications"
2335,"option 3",true,"Research overview"
2336,"option 3",false,"Research publications"
2337,"option 2",false,"Standards specifications"
2338,"option 4",false,"Research publications"
2339,"option 4",true,"Research publications"
2340,"option 1",false,"Research publications"
2341,"option 3",true,"Standards specifications"
2342,"option 4",true,"Research publications"
2343,"option 3",true,"Research publications"
2344,"option 4",true,"Research publications"
2345,"option 3",true,"Research publications"
2346,"option 4",true,"Research publications"
2347,"option 4",true,"Standards specifications"
2348,"option 4",true,"Research publications"
2349,"option 1",true,"Research publications"
2350,"option 4",true,"Research overview"
2351,"option 4",true,"Research publications"
2352,"option 3",true,"Standards specifications"
2353,"option 4",true,"Research publications"
2354,"option 1",true,"Research publications"
2355,"option 2",false,"Standards specifications"
2356,"option 1",true,"Research overview"
2357,"option 2",true,"Standards overview"
2358,"option 5",true,"Standards overview"
2359,"option 2",true,"Standards overview"
2360,"option 4",true,"Research overview"
2361,"option 2",true,"Research overview"
2362,"option 4",true,"Research overview"
2363,"option 4",false,"Research overview"
2364,"option 4",true,"Lexicon"
2365,"option 1",true,"Standards specifications"
2366,"option 4",true,"Research publications"
2367,"option 4",false,"Standards specifications"
2368,"option 4",true,"Lexicon"
2369,"option 3",true,"Standards overview"
2370,"option 4",false,"Standards specifications"
2371,"option 1",false,"Research publications"
2372,"option 2",false,"Research publications"
2373,"option 5",false,"Lexicon"
2374,"option 1",false,"Research overview"
2375,"option 1",true,"Research overview"
2376,"option 4",true,"Research publications"
2377,"option 3",true,"Research overview"
2378,"option 1",true,"Research publications"
2379,"option 2",false,"Research publications"
2380,"option 3",false,"Standards specifications"
2381,"option 3",true,"Research overview"
2382,"option 2",false,"Standards specifications"
2383,"option 1",false,"Research publications"
2384,"option 3",true,"Research publications"
2385,"option 1",true,"Standards overview"
2386,"option 4",true,"Standards specifications"
2387,"option 1",false,"Lexicon"
2388,"option 3",true,"Research overview"
2389,"option 3",true,"Research publications"
2390,"option 4",true,"Research publications"
2391,"option 3",false,"Research publications"
2392,"option 1",false,"Research overview"
2393,"option 4",true,"Research publications"
2394,"option 1",true,"Research publications"
2395,"option 1",true,"Research publications"
2396,"option 2",true,"Standards specifications"
2397,"option 3",false,"Standards overview"
2398,"option 1",true,"Research publications"
2399,"option 3",true,"Research publications"
2400,"option 3",true,"Research publications"
2401,"option 4",true,"Research publications"
2402,"option 2",true,"Standards overview"
2403,"option 1",true,"Research publications"
2404,"option 3",false,"Standards specifications"
2405,"option 2",true,"Research overview"
2406,"option 1",true,"Research publications"
2407,"option 3",true,"Research overview"
2408,"option 5",false,"Standards specifications"
2409,"option 4",true,"Research publications"
2410,"option 5",false,"Research overview"
2411,"option 2",true,"Research publications"
2412,"option 3",false,"Standards specifications"
2413,"option 1",true,"Research overview"
2414,"option 1",true,"Standards specifications"
2415,"option 1",true,"Research publications"
2416,"option 1",true,"Lexicon"
2417,"option 1",true,"Research publications"
2418,"option 3",true,"Research publications"
2419,"option 4",true,"Research publications"
2420,"option 1",true,"Research overview"
2421,"option 4",false,"Research publications"
2422,"option 3",true,"Standards overview"
2423,"option 3",true,"Research publications"
2424,"option 2",true,"Standards overview"
2425,"option 4",true,"Research overview"
2426,"option 1",false,"Standards specifications"
2427,"option 2",false,"Research publications"
2428,"option 3",true,"Research publications"
2429,"option 2",false,"Research publications"
2430,"option 2",false,"Standards specifications"
2431,"option 1",true,"Standards specifications"
2432,"option 4",false,"Standards specifications"
2433,"option 3",false,"Standards overview"
2434,"option 2",false,"Standards specifications"
2435,"option 5",true,"Research publications"
2436,"option 3",true,"Lexicon"
2437,"option 4",true,"Research publications"
2438,"option 1",false,"Lexicon"
2439,"option 3",false,"Research publications"
2440,"option 2",true,"Research publications"
2441,"option 1",false,"Research publications"
2442,"option 4",false,"Standards specifications"
2443,"option 5",true,"Standards specifications"
2444,"option 5",true,"Research publications"
2445,"option 1",false,"Lexicon"
2446,"option 2",true,"Research publications"
2447,"option 4",false,"Research publications"
2448,"option 3",true,"Research overview"
2449,"option 2",true,"Research publications"
2450,"option 2",false,"Research publications"
2451,"option 1",true,"Standards specifications"
2452,"option 1",true,"Research publications"
2453,"option 5",true,"Research publications"
2454,"option 1",false,"Research publications"
2455,"option 1",true,"Standards specifications"
2456,"option 4",true,"Standards specifications"
2457,"option 2",true,"Research publications"
2458,"option 5",true,"Research publications"
2459,"option 3",true,"Research publications"
2460,"option 1",true,"Research publications"
2461,"option 4",true,"Standards specifications"
2462,"option 2",true,"Research overview"
2463,"option 5",true,"Research overview"
2464,"option 3",false,"Research overview"
2465,"option 1",true,"Research publications"
2466,"option 3",true,"Research publications"
2467,"option 4",false,"Standards specifications"
2468,"option 2",true,"Research publications"
2469,"option 4",true,"Research publications"
2470,"option 4",true,"Research publications"
2471,"option 1",true,"Standards overview"
2472,"option 1",true,"Research publications"
2473,"option 2",true,"Standards specifications"
2474,"option 1",false,"Standards overview"
2475,"option 3",false,"Research publications"
2476,"option 5",true,"Research overview"
2477,"option 1",false,"Standards specifications"
2478,"option 4",false,"Research overview"
2479,"option 1",true,"Research publications"
2480,"option 5",true,"Standards specifications"
2481,"option 1",true,"Standards specifications"
2482,"option 5",true,"Research overview"
2483,"option 3",true,"Standards overview"
2484,"option 1",false,"Research publications"
2485,"option 3",false,"Standards specifications"
2486,"option 4",true,"Research overview"
2487,"option 3",true,"Standards overview"
2488,"option 4",false,"Standards specifications"
2489,"option 4",true,"Research publications"
2490,"option 3",true,"Standards overview"
2491,"option 4",false,"Standards specifications"
2492,"option 1",false,"Research publications"
2493,"option 3",false,"Standards overview"
2494,"option 1",false,"Standards specifications"
2495,"option 3",true,"Research publications"
2496,"option 2",false,"Research publications"
2497,"option 1",true,"Research publications"
2498,"option 4",true,"Standards overview"
2499,"option 5",true,"Research overview"
2500,"option 5",true,"Research overview"
2501,"option 2",true,"Lexicon"
2502,"option 1",true,"Research overview"
2503,"option 3",false,"Research publications"
2504,"option 4",false,"Research publications"
2505,"option 4",false,"Research publications"
2506,"option 3",false,"Standards specifications"
2507,"option 2",false,"Standards specifications"
2508,"option 1",false,"Standards specifications"
2509,"option 1",false,"Standards overview"
2510,"option 1",true,"Standards specifications"
2511,"option 1",false,"Research publications"
2512,"option 2",true,"Research publications"
2513,"option 5",true,"Research publications"
2514,"option 4",true,"Research publications"
2515,"option 2",true,"Research overview"
2516,"option 3",true,"Research publications"
2517,"option 4",true,"Research overview"
2518,"option 2",true,"Standards specifications"
2519,"option 5",true,"Research publications"
2520,"option 4",true,"Standards specifications"
2521,"option 5",true,"Research publications"
2522,"option 3",true,"Research publications"
2523,"option 1",true,"Standards specifications"
2524,"option 1",true,"Research publications"
2525,"option 4",true,"Research publications"
2526,"option 3",true,"Standards specifications"
2527,"option 3",false,"Research overview"
2528,"option 1",true,"Research overview"
2529,"option 1",true,"Research overview"
2530,"option 2",false,"Research publications"
2531,"option 1",false,"Standards specifications"
2532,"option 2",true,"Lexicon"
2533,"option 3",true,"Standards specifications"
2534,"option 3",false,"Standards overview"
2535,"option 3",true,"Research overview"
2536,"option 4",true,"Research overview"
2537,"option 3",false,"Standards specifications"
2538,"option 2",true,"Research overview"
2539,"option 1",false,"Research publications"
2540,"option 1",true,"Research publications"
2541,"option 2",true,"Research overview"
2542,"option 1",true,"Standards specifications"
2543,"option 1",false,"Research overview"
2544,"option 1",false,"Lexicon"
2545,"option 3",false,"Research overview"
2546,"option 3",false,"Research overview"
2547,"option 5",true,"Research overview"
2548,"option 3",true,"Research overview"
2549,"option 1",true,"Standards overview"
2550,"option 4",true,"Standards overview"
2551,"option 2",true,"Research overview"
2552,"option 5",true,"Research publications"
2553,"option 3",true,"Standards overview"
2554,"option 1",true,"Research overview"
2555,"option 3",false,"Research overview"
2556,"option 2",false,"Research publications"
2557,"option 4",true,"Research publications"
2558,"option 5",true,"Research publications"
2559,"option 2",true,"Research publications"
2560,"option 3",true,"Research publications"
2561,"option 3",false,"Standards overview"
2562,"option 4",false,"Standards specifications"
2563,"option 1",false,"Research overview"
2564,"option 4",false,"Research overview"
2565,"option 3",true,"Standards specifications"
2566,"option 3",true,"Research publications"
2567,"option 1",false,"Research overview"
2568,"option 1",false,"Research publications"
2569,"option 2",true,"Research publications"
2570,"option 1",false,"Standards overview"
2571,"option 5",true,"Research publications"
2572,"option 2",false,"Research overview"
2573,"option 3",true,"Research publications"
2574,"option 1",true,"Research publications"
2575,"option 4",false,"Research overview"
2576,"option 1",false,"Standards specifications"
2577,"option 1",false,"Lexicon"
2578,"option 1",true,"Research publications"
2579,"option 5",true,"Research publications"
2580,"option 1",true,"Research publications"
2581,"option 3",true,"Standards specifications"
2582,"option 4",true,"Standards specifications"
2583,"option 1",true,"Research publications"
2584,"option 3",true,"Research publications"
2585,"option 1",true,"Research overview"
2586,"option 1",false,"Research publications"
2587,"option 1",true,"Research publications"
2588,"option 4",true,"Research publications"
2589,"option 2",true,"Research publications"
2590,"option 3",false,"Standards overview"
2591,"option 3",true,"Research publications"
2592,"option 3",true,"Standards specifications"
2593,"option 1",false,"Research publications"
2594,"option 2",true,"Research publications"
2595,"option 1",true,"Research publications"
2596,"option 1",false,"Standards specifications"
2597,"option 1",true,"Research overview"
2598,"option 2",false,"Standards overview"
2599,"option 1",true,"Research publications"
2600,"option 2",false,"Research publications"
2601,"option 3",true,"Research overview"
2602,"option 1",true,"Research publications"
2603,"option 2",true,"Research publications"
2604,"option 3",true,"Research publications"
2605,"option 3",false,"Research publications"
2606,"option 3",true,"Research overview"
2607,"option 4",true,"Lexicon"
2608,"option 2",false,"Standards specifications"
2609,"option 4",true,"Research publications"
2610,"option 1",true,"Research publications"
2611,"option 3",true,"Research publications"
2612,"option 2",true,"Standards specifications"
2613,"option 4",true,"Research overview"
2614,"option 2",false,"Standards specifications"
2615,"option 1",true,"Research publications"
2616,"option 3",false,"Research publications"
2617,"option 1",false,"Research publications"
2618,"option 5",true,"Lexicon"
2619,"option 4",true,"Research publications"
2620,"option 1",false,"Research publications"
2621,"option 5",false,"Research publications"
2622,"option 5",true,"Research publications"
2623,"option 3",true,"Standards overview"
2624,"option 2",true,"Research publications"
2625,"option 2",false,"Research overview"
2626,"option 2",true,"Research publications"
2627,"option 4",true,"Lexicon"
2628,"option 1",false,"Research publications"
2629,"option 1",true,"Research publications"
2630,"option 4",true,"Research publications"
2631,"option 4",true,"Research overview"
2632,"option 3",true,"Research publications"
2633,"option 3",true,"Standards specifications"
2634,"option 1",true,"Research publications"
2635,"option 3",true,"Research publications"
2636,"option 3",false,"Research publications"
2637,"option 3",true,"Standards specifications"
2638,"option 5",true,"Standards overview"
2639,"option 3",true,"Research overview"
2640,"option 1",false,"Standards specifications"
2641,"option 4",false,"Research publications"
2642,"option 4",true,"Lexicon"
2643,"option 2",false,"Standards specifications"
2644,"option 1",false,"Research publications"
2645,"option 3",true,"Lexicon"
2646,"option 1",true,"Standards overview"
2647,"option 3",false,"Research overview"
2648,"option 3",true,"Research publications"
2649,"option 1",true,"Research publications"
2650,"option 1",true,"Lexicon"
2651,"option 2",true,"Research publications"
2652,"option 4",false,"Standards specifications"
2653,"option 4",false,"Research overview"
2654,"option 4",false,"Standards specifications"
2655,"option 2",true,"Research publications"
2656,"option 3",true,"Research publications"
2657,"option 3",true,"Research publications"
2658,"option 1",false,"Research overview"
2659,"option 4",true,"Standards overview"
2660,"option 1",false,"Lexicon"
2661,"option 3",false,"Research overview"
2662,"option 4",true,"Research publications"
2663,"option 2",true,"Research publications"
2664,"option 3",true,"Lexicon"
2665,"option 4",false,"Research overview"
2666,"option 1",false,"Standards specifications"
2667,"option 4",true,"Research publications"
2668,"option 5",true,"Standards overview"
2669,"option 1",true,"Research overview"
2670,"option 2",true,"Research publications"
2671,"option 3",false,"Research overview"
2672,"option 1",true,"Standards specifications"
2673,"option 2",false,"Standards overview"
2674,"option 1",false,"Standards overview"
2675,"option 3",false,"Standards specifications"
2676,"option 1",false,"Research publications"
2677,"option 2",true,"Research publications"
2678,"option 1",true,"Lexicon"
2679,"option 2",true,"Research publications"
2680,"option 2",false,"Research overview"
2681,"option 3",true,"Research publications"
2682,"option 2",false,"Lexicon"
2683,"option 3",true,"Research overview"
2684,"option 1",false,"Research publications"
2685,"option 3",true,"Research publications"
2686,"option 4",false,"Research publications"
2687,"option 2",false,"Research publications"
2688,"option 4",true,"Research publications"
2689,"option 4",false,"Research publications"
2690,"option 2",false,"Research publications"
2691,"option 1",false,"Research publications"
2692,"option 3",true,"Research publications"
2693,"option 4",true,"Research publications"
2694,"option 4",true,"Research publications"
2695,"option 1",false,"Research publications"
2696,"option 5",false,"Research publications"
2697,"option 4",true,"Research publications"
2698,"option 5",true,"Research publications"
2699,"option 5",true,"Standards overview"
2700,"option 3",true,"Research overview"
2701,"option 1",false,"Research publications"
2702,"option 1",false,"Research publications"
2703,"option 1",false,"Research overview"
2704,"option 3",true,"Research publications"
2705,"option 4",false,"Research overview"
2706,"option 5",true,"Standards specifications"
2707,"option 4",true,"Research publications"
2708,"option 2",true,"Standards specifications"
2709,"option 4",true,"Research overview"
2710,"option 2",true,"Research publications"
2711,"option 5",true,"Research publications"
2712,"option 3",true,"Research overview"
2713,"option 2",true,"Research publications"
2714,"option 1",true,"Research publications"
2715,"option 3",false,"Research overview"
2716,"option 4",true,"Standards specifications"
2717,"option 3",false,"Research overview"
2718,"option 3",true,"Standards specifications"
2719,"option 2",false,"Research publications"
2720,"option 1",false,"Standards specifications"
2721,"option 4",true,"Research overview"
2722,"option 4",true,"Research overview"
2723,"option 5",true,"Research publications"
2724,"option 4",true,"Research publications"
2725,"option 3",true,"Research publications"
2726,"option 1",true,"Research publications"
2727,"option 1",false,"Research publications"
2728,"option 2",true,"Standards specifications"
2729,"option 1",true,"Standards overview"
2730,"option 3",false,"Research overview"
2731,"option 4",false,"Standards specifications"
2732,"option 2",false,"Research overview"
2733,"option 5",true,"Research overview"
2734,"option 1",false,"Research publications"
2735,"option 1",false,"Research publications"
2736,"option 1",true,"Research publications"
2737,"option 2",false,"Research publications"
2738,"option 3",false,"Research publications"
2739,"option 2",false,"Research publications"
2740,"option 1",true,"Standards overview"
2741,"option 2",false,"Research publications"
2742,"option 2",true,"Standards specifications"
2743,"option 2",false,"Research overview"
2744,"option 4",true,"Research publications"
2745,"option 3",true,"Standards specifications"
2746,"option 2",false,"Lexicon"
2747,"option 4",false,"Research overview"
2748,"option 3",false,"Research publications"
2749,"option 1",true,"Research publications"
2750,"option 4",true,"Research publications"
2751,"option 2",false,"Standards specifications"
2752,"option 1",false,"Standards overview"
2753,"option 4",true,"Research publications"
2754,"option 3",true,"Standards overview"
2755,"option 2",true,"Research publications"
2756,"option 3",true,"Standards specifications"
2757,"option 3",false,"Research publications"
2758,"option 1",false,"Standards specifications"
2759,"option 3",false,"Research publications"
2760,"option 3",true,"Research publications"
2761,"option 2",true,"Research overview"
2762,"option 2",true,"Research publications"
2763,"option 1",false,"Standards specifications"
2764,"option 2",true,"Lexicon"
2765,"option 2",true,"Research overview"
2766,"option 1",false,"Research publications"
2767,"option 2",true,"Standards specifications"
2768,"option 4",true,"Research publications"
2769,"option 2",false,"Research overview"
2770,"option 1",false,"Research publications"
2771,"option 5",false,"Standards specifications"
2772,"option 2",true,"Research publications"
2773,"option 1",true,"Research publications"
2774,"option 2",true,"Research publications"
2775,"option 1",true,"Research overview"
2776,"option 5",true,"Research overview"
2777,"option 3",true,"Research overview"
2778,"option 1",false,"Research publications"
2779,"option 2",true,"Standards specifications"
2780,"option 2",true,"Standards overview"
2781,"option 2",true,"Research publications"
2782,"option 1",false,"Standards overview"
2783,"option 1",true,"Standards specifications"
2784,"option 2",true,"Lexicon"
2785,"option 2",true,"Research publications"
2786,"option 4",true,"Research publications"
2787,"option 5",true,"Research overview"
2788,"option 1",false,"Standards specifications"
2789,"option 4",true,"Research publications"
2790,"option 1",true,"Lexicon"
2791,"option 4",true,"Research publications"
2792,"option 1",true,"Research publications"
2793,"option 4",true,"Standards overview"
2794,"option 5",true,"Research overview"
2795,"option 2",true,"Research publications"
2796,"option 3",true,"Research publications"
2797,"option 3",true,"Research publications"
2798,"option 4",true,"Research publications"
2799,"option 1",false,"Research overview"
2800,"option 4",true,"Research publications"
2801,"option 2",true,"Research publications"
2802,"option 1",false,"Standards specifications"
2803,"option 2",true,"Research publications"
2804,"option 4",false,"Research publications"
2805,"option 2",true,"Research overview"
2806,"option 2",true,"Standards overview"
2807,"option 2",true,"Research overview"
2808,"option 1",true,"Research overview"
2809,"option 1",false,"Research overview"
2810,"option 1",false,"Research publications"
2811,"option 4",true,"Research publications"
2812,"option 3",false,"Standards specifications"
2813,"option 4",true,"Research publications"
2814,"option 2",true,"Research publications"
2815,"option 5",false,"Research publications"
2816,"option 2",false,"Research publications"
2817,"option 2",true,"Research overview"
2818,"option 2",true,"Lexicon"
2819,"option 4",true,"Lexicon"
2820,"option 1",true,"Standards overview"
2821,"option 4",false,"Standards specifications"
2822,"option 2",false,"Lexicon"
2823,"option 3",true,"Research publications"
2824,"option 1",true,"Standards specifications"
2825,"option 4",true,"Research overview"
2826,"option 1",false,"Research overview"
2827,"option 4",false,"Lexicon"
2828,"option 3",true,"Research publications"
2829,"option 1",true,"Research publications"
2830,"option 1",true,"Standards specifications"
2831,"option 2",false,"Research publications"
2832,"option 2",true,"Research publications"
2833,"option 5",true,"Research overview"
2834,"option 4",true,"Research publications"
2835,"option 1",true,"Standards specifications"
2836,"option 2",true,"Research publications"
2837,"option 4",true,"Research publications"
2838,"option 3",false,"Research publications"
2839,"option 2",false,"Research publications"
2840,"option 2",true,"Standards overview"
2841,"option 1",true,"Standards specifications"
2842,"option 4",true,"Lexicon"
2843,"option 5",true,"Lexicon"
2844,"option 3",false,"Research publications"
2845,"option 1",true,"Standards specifications"
2846,"option 1",true,"Research overview"
2847,"option 1",false,"Research overview"
2848,"option 1",true,"Research publications"
2849,"option 2",false,"Research overview"
2850,"option 1",false,"Research publications"
2851,"option 1",true,"Standards overview"
2852,"option 3",false,"Research publications"
2853,"option 3",true,"Standards overview"
2854,"option 2",true,"Research overview"
2855,"option 3",false,"Research publications"
2856,"option 3",true,"Lexicon"
2857,"option 2",false,"Research publications"
2858,"option 3",true,"Standards specifications"
2859,"option 5",false,"Standards specifications"
2860,"option 2",false,"Research overview"
2861,"option 5",false,"Research publications"
2862,"option 2",false,"Research publications"
2863,"option 4",true,"Standards overview"
2864,"option 2",false,"Research publications"
2865,"option 4",true,"Standards specifications"
2866,"option 3",true,"Standards specifications"
2867,"option 1",true,"Research publications"
2868,"option 3",true,"Research publications"
2869,"option 1",false,"Research overview"
2870,"option 1",true,"Research overview"
2871,"option 3",true,"Research publications"
2872,"option 2",true,"Research publications"
2873,"option 4",true,"Research overview"
2874,"option 4",true,"Standards overview"
2875,"option 3",true,"Standards overview"
2876,"option 1",false,"Standards overview"
2877,"option 2",false,"Research publications"
2878,"option 4",true,"Research publications"
2879,"option 2",false,"Research publications"
2880,"option 1",false,"Research publications"
2881,"option 3",true,"Research overview"
2882,"option 4",true,"Research overview"
2883,"option 1",true,"Research publications"
2884,"option 5",true,"Research overview"
2885,"option 4",true,"Research overview"
2886,"option 4",false,"Research publications"
2887,"option 1",true,"Research overview"
2888,"option 1",true,"Research publications"
2889,"option 1",true,"Research overview"
2890,"option 4",true,"Standards specifications"
2891,"option 3",true,"Standards overview"
2892,"option 2",true,"Lexicon"
2893,"option 3",true,"Research publications"
2894,"option 5",false,"Research publications"
2895,"option 1",true,"Research publications"
2896,"option 4",true,"Research publications"
2897,"option 3",true,"Research publications"
2898,"option 4",true,"Standards specifications"
2899,"option 2",false,"Standards overview"
2900,"option 4",true,"Research publications"
2901,"option 3",false,"Research publications"
2902,"option 2",false,"Research overview"
2903,"option 5",false,"Research publications"
2904,"option 1",false,"Standards specifications"
2905,"option 4",true,"Standards overview"
2906,"option 1",true,"Lexicon"
2907,"option 1",false,"Research overview"
2908,"option 1",true,"Standards overview"
2909,"option 1",true,"Research overview"
2910,"option 4",true,"Research overview"
2911,"option 2",true,"Standards overview"
2912,"option 2",true,"Research publications"
2913,"option 1",true,"Research publications"
2914,"option 4",true,"Research overview"
2915,"option 2",true,"Research overview"
2916,"option 2",false,"Standards specifications"
2917,"option 2",true,"Standards specifications"
2918,"option 3",false,"Research publications"
